country_code,country,year,variable,recommended_source
TWN,Taiwan,2015,hightech_exports,UN Comtrade / WITS
TWN,Taiwan,2015,rd_expenditure,OECD MSTI
TWN,Taiwan,2015,researchers_rd,OECD MSTI
TWN,Taiwan,2015,patent_resident,WIPO
TWN,Taiwan,2015,patent_nonresident,WIPO
TWN,Taiwan,2015,internet_users,ITU
TWN,Taiwan,2015,fixed_broadband,ITU
TWN,Taiwan,2015,tertiary_enrolment,UNESCO UIS
TWN,Taiwan,2015,government_education,UNESCO UIS
TWN,Taiwan,2015,fdi,WDI / UNCTAD
TWN,Taiwan,2015,manufacturing_value_added,WDI / UNIDO
TWN,Taiwan,2016,hightech_exports,UN Comtrade / WITS
TWN,Taiwan,2016,rd_expenditure,OECD MSTI
TWN,Taiwan,2016,researchers_rd,OECD MSTI
TWN,Taiwan,2016,patent_resident,WIPO
TWN,Taiwan,2016,patent_nonresident,WIPO
TWN,Taiwan,2016,internet_users,ITU
TWN,Taiwan,2016,fixed_broadband,ITU
TWN,Taiwan,2016,tertiary_enrolment,UNESCO UIS
TWN,Taiwan,2016,government_education,UNESCO UIS
TWN,Taiwan,2016,fdi,WDI / UNCTAD
TWN,Taiwan,2016,manufacturing_value_added,WDI / UNIDO
TWN,Taiwan,2017,hightech_exports,UN Comtrade / WITS
TWN,Taiwan,2017,rd_expenditure,OECD MSTI
TWN,Taiwan,2017,researchers_rd,OECD MSTI
TWN,Taiwan,2017,patent_resident,WIPO
TWN,Taiwan,2017,patent_nonresident,WIPO
TWN,Taiwan,2017,internet_users,ITU
TWN,Taiwan,2017,fixed_broadband,ITU
TWN,Taiwan,2017,tertiary_enrolment,UNESCO UIS
TWN,Taiwan,2017,government_education,UNESCO UIS
TWN,Taiwan,2017,fdi,WDI / UNCTAD
TWN,Taiwan,2017,manufacturing_value_added,WDI / UNIDO
TWN,Taiwan,2018,hightech_exports,UN Comtrade / WITS
TWN,Taiwan,2018,rd_expenditure,OECD MSTI
TWN,Taiwan,2018,researchers_rd,OECD MSTI
TWN,Taiwan,2018,patent_resident,WIPO
TWN,Taiwan,2018,patent_nonresident,WIPO
TWN,Taiwan,2018,internet_users,ITU
TWN,Taiwan,2018,fixed_broadband,ITU
TWN,Taiwan,2018,tertiary_enrolment,UNESCO UIS
TWN,Taiwan,2018,government_education,UNESCO UIS
TWN,Taiwan,2018,fdi,WDI / UNCTAD
TWN,Taiwan,2018,manufacturing_value_added,WDI / UNIDO
TWN,Taiwan,2019,hightech_exports,UN Comtrade / WITS
TWN,Taiwan,2019,rd_expenditure,OECD MSTI
TWN,Taiwan,2019,researchers_rd,OECD MSTI
TWN,Taiwan,2019,patent_resident,WIPO
TWN,Taiwan,2019,patent_nonresident,WIPO
TWN,Taiwan,2019,internet_users,ITU
TWN,Taiwan,2019,fixed_broadband,ITU
TWN,Taiwan,2019,tertiary_enrolment,UNESCO UIS
TWN,Taiwan,2019,government_education,UNESCO UIS
TWN,Taiwan,2019,fdi,WDI / UNCTAD
TWN,Taiwan,2019,manufacturing_value_added,WDI / UNIDO
TWN,Taiwan,2020,hightech_exports,UN Comtrade / WITS
TWN,Taiwan,2020,rd_expenditure,OECD MSTI
TWN,Taiwan,2020,researchers_rd,OECD MSTI
TWN,Taiwan,2020,patent_resident,WIPO
TWN,Taiwan,2020,patent_nonresident,WIPO
TWN,Taiwan,2020,internet_users,ITU
TWN,Taiwan,2020,fixed_broadband,ITU
TWN,Taiwan,2020,tertiary_enrolment,UNESCO UIS
TWN,Taiwan,2020,government_education,UNESCO UIS
TWN,Taiwan,2020,fdi,WDI / UNCTAD
TWN,Taiwan,2020,manufacturing_value_added,WDI / UNIDO
TWN,Taiwan,2021,hightech_exports,UN Comtrade / WITS
TWN,Taiwan,2021,rd_expenditure,OECD MSTI
TWN,Taiwan,2021,researchers_rd,OECD MSTI
TWN,Taiwan,2021,patent_resident,WIPO
TWN,Taiwan,2021,patent_nonresident,WIPO
TWN,Taiwan,2021,internet_users,ITU
TWN,Taiwan,2021,fixed_broadband,ITU
TWN,Taiwan,2021,tertiary_enrolment,UNESCO UIS
TWN,Taiwan,2021,government_education,UNESCO UIS
TWN,Taiwan,2021,fdi,WDI / UNCTAD
TWN,Taiwan,2021,manufacturing_value_added,WDI / UNIDO
TWN,Taiwan,2022,hightech_exports,UN Comtrade / WITS
TWN,Taiwan,2022,rd_expenditure,OECD MSTI
TWN,Taiwan,2022,researchers_rd,OECD MSTI
TWN,Taiwan,2022,patent_resident,WIPO
TWN,Taiwan,2022,patent_nonresident,WIPO
TWN,Taiwan,2022,internet_users,ITU
TWN,Taiwan,2022,fixed_broadband,ITU
TWN,Taiwan,2022,tertiary_enrolment,UNESCO UIS
TWN,Taiwan,2022,government_education,UNESCO UIS
TWN,Taiwan,2022,fdi,WDI / UNCTAD
TWN,Taiwan,2022,manufacturing_value_added,WDI / UNIDO
TWN,Taiwan,2023,hightech_exports,UN Comtrade / WITS
TWN,Taiwan,2023,rd_expenditure,OECD MSTI
TWN,Taiwan,2023,researchers_rd,OECD MSTI
TWN,Taiwan,2023,patent_resident,WIPO
TWN,Taiwan,2023,patent_nonresident,WIPO
TWN,Taiwan,2023,internet_users,ITU
TWN,Taiwan,2023,fixed_broadband,ITU
TWN,Taiwan,2023,tertiary_enrolment,UNESCO UIS
TWN,Taiwan,2023,government_education,UNESCO UIS
TWN,Taiwan,2023,fdi,WDI / UNCTAD
TWN,Taiwan,2023,manufacturing_value_added,WDI / UNIDO
TWN,Taiwan,2024,hightech_exports,UN Comtrade / WITS
TWN,Taiwan,2024,rd_expenditure,OECD MSTI
TWN,Taiwan,2024,researchers_rd,OECD MSTI
TWN,Taiwan,2024,patent_resident,WIPO
TWN,Taiwan,2024,patent_nonresident,WIPO
TWN,Taiwan,2024,internet_users,ITU
TWN,Taiwan,2024,fixed_broadband,ITU
TWN,Taiwan,2024,tertiary_enrolment,UNESCO UIS
TWN,Taiwan,2024,government_education,UNESCO UIS
TWN,Taiwan,2024,fdi,WDI / UNCTAD
TWN,Taiwan,2024,manufacturing_value_added,WDI / UNIDO
TWN,Taiwan,2025,hightech_exports,UN Comtrade / WITS
TWN,Taiwan,2025,rd_expenditure,OECD MSTI
TWN,Taiwan,2025,researchers_rd,OECD MSTI
TWN,Taiwan,2025,patent_resident,WIPO
TWN,Taiwan,2025,patent_nonresident,WIPO
TWN,Taiwan,2025,internet_users,ITU
TWN,Taiwan,2025,fixed_broadband,ITU
TWN,Taiwan,2025,tertiary_enrolment,UNESCO UIS
TWN,Taiwan,2025,government_education,UNESCO UIS
TWN,Taiwan,2025,fdi,WDI / UNCTAD
TWN,Taiwan,2025,manufacturing_value_added,WDI / UNIDO
ISR,Israel,2000,hightech_exports,UN Comtrade / WITS
ISR,Israel,2000,researchers_rd,OECD MSTI
ISR,Israel,2000,fixed_broadband,ITU
ISR,Israel,2000,tertiary_enrolment,UNESCO UIS
ISR,Israel,2001,hightech_exports,UN Comtrade / WITS
ISR,Israel,2001,researchers_rd,OECD MSTI
ISR,Israel,2002,hightech_exports,UN Comtrade / WITS
ISR,Israel,2002,researchers_rd,OECD MSTI
ISR,Israel,2003,hightech_exports,UN Comtrade / WITS
ISR,Israel,2003,researchers_rd,OECD MSTI
ISR,Israel,2004,hightech_exports,UN Comtrade / WITS
ISR,Israel,2004,researchers_rd,OECD MSTI
ISR,Israel,2005,hightech_exports,UN Comtrade / WITS
ISR,Israel,2005,researchers_rd,OECD MSTI
ISR,Israel,2006,hightech_exports,UN Comtrade / WITS
ISR,Israel,2006,researchers_rd,OECD MSTI
ISR,Israel,2007,researchers_rd,OECD MSTI
ISR,Israel,2008,researchers_rd,OECD MSTI
ISR,Israel,2009,researchers_rd,OECD MSTI
ISR,Israel,2010,researchers_rd,OECD MSTI
ISR,Israel,2011,researchers_rd,OECD MSTI
ISR,Israel,2012,researchers_rd,OECD MSTI
ISR,Israel,2013,researchers_rd,OECD MSTI
ISR,Israel,2014,researchers_rd,OECD MSTI
ISR,Israel,2015,researchers_rd,OECD MSTI
ISR,Israel,2016,researchers_rd,OECD MSTI
ISR,Israel,2017,researchers_rd,OECD MSTI
ISR,Israel,2018,researchers_rd,OECD MSTI
ISR,Israel,2019,researchers_rd,OECD MSTI
ISR,Israel,2020,researchers_rd,OECD MSTI
ISR,Israel,2021,researchers_rd,OECD MSTI
ISR,Israel,2022,researchers_rd,OECD MSTI
ISR,Israel,2022,patent_resident,WIPO
ISR,Israel,2022,patent_nonresident,WIPO
ISR,Israel,2023,researchers_rd,OECD MSTI
ISR,Israel,2023,patent_resident,WIPO
ISR,Israel,2023,patent_nonresident,WIPO
ISR,Israel,2023,government_education,UNESCO UIS
ISR,Israel,2024,rd_expenditure,OECD MSTI
ISR,Israel,2024,researchers_rd,OECD MSTI
ISR,Israel,2024,patent_resident,WIPO
ISR,Israel,2024,patent_nonresident,WIPO
ISR,Israel,2024,government_education,UNESCO UIS
ISR,Israel,2025,hightech_exports,UN Comtrade / WITS
ISR,Israel,2025,rd_expenditure,OECD MSTI
ISR,Israel,2025,researchers_rd,OECD MSTI
ISR,Israel,2025,patent_resident,WIPO
ISR,Israel,2025,patent_nonresident,WIPO
ISR,Israel,2025,internet_users,ITU
ISR,Israel,2025,fixed_broadband,ITU
ISR,Israel,2025,tertiary_enrolment,UNESCO UIS
ISR,Israel,2025,government_education,UNESCO UIS
ISR,Israel,2025,manufacturing_value_added,WDI / UNIDO
BRA,Brazil,2000,hightech_exports,UN Comtrade / WITS
BRA,Brazil,2000,tertiary_enrolment,UNESCO UIS
BRA,Brazil,2001,hightech_exports,UN Comtrade / WITS
BRA,Brazil,2001,tertiary_enrolment,UNESCO UIS
BRA,Brazil,2002,hightech_exports,UN Comtrade / WITS
BRA,Brazil,2002,tertiary_enrolment,UNESCO UIS
BRA,Brazil,2003,hightech_exports,UN Comtrade / WITS
BRA,Brazil,2003,tertiary_enrolment,UNESCO UIS
BRA,Brazil,2003,government_education,UNESCO UIS
BRA,Brazil,2004,hightech_exports,UN Comtrade / WITS
BRA,Brazil,2004,tertiary_enrolment,UNESCO UIS
BRA,Brazil,2005,hightech_exports,UN Comtrade / WITS
BRA,Brazil,2005,tertiary_enrolment,UNESCO UIS
BRA,Brazil,2006,hightech_exports,UN Comtrade / WITS
BRA,Brazil,2006,tertiary_enrolment,UNESCO UIS
BRA,Brazil,2007,tertiary_enrolment,UNESCO UIS
BRA,Brazil,2008,tertiary_enrolment,UNESCO UIS
BRA,Brazil,2009,tertiary_enrolment,UNESCO UIS
BRA,Brazil,2010,tertiary_enrolment,UNESCO UIS
BRA,Brazil,2011,tertiary_enrolment,UNESCO UIS
BRA,Brazil,2015,researchers_rd,OECD MSTI
BRA,Brazil,2016,researchers_rd,OECD MSTI
BRA,Brazil,2017,researchers_rd,OECD MSTI
BRA,Brazil,2018,researchers_rd,OECD MSTI
BRA,Brazil,2019,researchers_rd,OECD MSTI
BRA,Brazil,2020,researchers_rd,OECD MSTI
BRA,Brazil,2021,researchers_rd,OECD MSTI
BRA,Brazil,2022,researchers_rd,OECD MSTI
BRA,Brazil,2022,patent_resident,WIPO
BRA,Brazil,2022,patent_nonresident,WIPO
BRA,Brazil,2023,researchers_rd,OECD MSTI
BRA,Brazil,2023,patent_resident,WIPO
BRA,Brazil,2023,patent_nonresident,WIPO
BRA,Brazil,2023,tertiary_enrolment,UNESCO UIS
BRA,Brazil,2023,government_education,UNESCO UIS
BRA,Brazil,2024,rd_expenditure,OECD MSTI
BRA,Brazil,2024,researchers_rd,OECD MSTI
BRA,Brazil,2024,patent_resident,WIPO
BRA,Brazil,2024,patent_nonresident,WIPO
BRA,Brazil,2024,government_education,UNESCO UIS
BRA,Brazil,2025,hightech_exports,UN Comtrade / WITS
